Date,Source,Site ID,POC,DailyMax,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
05/18/2020,AQS,080077004,1,3.9,ppb,3,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/19/2020,AQS,080077004,1,3.4,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/20/2020,AQS,080077004,1,4.4,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/21/2020,AQS,080077004,1,6.6,ppb,6,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/22/2020,AQS,080077004,1,4.6,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/23/2020,AQS,080077004,1,3.2,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/24/2020,AQS,080077004,1,4.7,ppb,4,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/25/2020,AQS,080077004,1,3.4,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/26/2020,AQS,080077004,1,4.7,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/27/2020,AQS,080077004,1,5.3,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/28/2020,AQS,080077004,1,2.6,ppb,2,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/29/2020,AQS,080077004,1,3.4,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/30/2020,AQS,080077004,1,2.3,ppb,2,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
05/31/2020,AQS,080077004,1,2.8,ppb,2,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/01/2020,AQS,080077004,1,2.9,ppb,2,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/02/2020,AQS,080077004,1,3.4,ppb,3,,20,83.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/03/2020,AQS,080077004,1,3.4,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/04/2020,AQS,080077004,1,4.3,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/05/2020,AQS,080077004,1,3.1,ppb,3,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/06/2020,AQS,080077004,1,4.6,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/07/2020,AQS,080077004,1,3.6,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/08/2020,AQS,080077004,1,3.5,ppb,3,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/09/2020,AQS,080077004,1,3.7,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/10/2020,AQS,080077004,1,5.2,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/11/2020,AQS,080077004,1,5.3,ppb,5,,19,79.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/12/2020,AQS,080077004,1,5.8,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/13/2020,AQS,080077004,1,2.6,ppb,2,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/14/2020,AQS,080077004,1,3.7,ppb,3,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/15/2020,AQS,080077004,1,4.4,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/16/2020,AQS,080077004,1,3.8,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/17/2020,AQS,080077004,1,5.9,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/18/2020,AQS,080077004,1,5,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/19/2020,AQS,080077004,1,4.5,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/20/2020,AQS,080077004,1,5.1,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/21/2020,AQS,080077004,1,7.1,ppb,7,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/22/2020,AQS,080077004,1,4.5,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/23/2020,AQS,080077004,1,7.8,ppb,7,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/24/2020,AQS,080077004,1,6.4,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/25/2020,AQS,080077004,1,6.9,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/26/2020,AQS,080077004,1,7.8,ppb,7,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/27/2020,AQS,080077004,1,6.5,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/28/2020,AQS,080077004,1,7.7,ppb,7,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/29/2020,AQS,080077004,1,6.6,ppb,6,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
06/30/2020,AQS,080077004,1,7.5,ppb,7,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/01/2020,AQS,080077004,1,9.2,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/02/2020,AQS,080077004,1,10.3,ppb,9,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/03/2020,AQS,080077004,1,8.5,ppb,8,,21,88.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/04/2020,AQS,080077004,1,9.2,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/05/2020,AQS,080077004,1,5.6,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/06/2020,AQS,080077004,1,6.5,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/07/2020,AQS,080077004,1,8.3,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/08/2020,AQS,080077004,1,9.2,ppb,8,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/09/2020,AQS,080077004,1,9.3,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/10/2020,AQS,080077004,1,10,ppb,9,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/11/2020,AQS,080077004,1,8.8,ppb,8,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/12/2020,AQS,080077004,1,6.6,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/13/2020,AQS,080077004,1,6.9,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/14/2020,AQS,080077004,1,7.9,ppb,7,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/15/2020,AQS,080077004,1,10.9,ppb,9,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/16/2020,AQS,080077004,1,6.6,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/17/2020,AQS,080077004,1,7.7,ppb,7,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/18/2020,AQS,080077004,1,10.4,ppb,9,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/19/2020,AQS,080077004,1,8.5,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/20/2020,AQS,080077004,1,8.3,ppb,8,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/21/2020,AQS,080077004,1,8,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/22/2020,AQS,080077004,1,8,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/23/2020,AQS,080077004,1,6.4,ppb,6,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/24/2020,AQS,080077004,1,6.5,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/25/2020,AQS,080077004,1,6.5,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/26/2020,AQS,080077004,1,5.7,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/27/2020,AQS,080077004,1,6.1,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/28/2020,AQS,080077004,1,7.6,ppb,7,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/29/2020,AQS,080077004,1,8.1,ppb,8,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/30/2020,AQS,080077004,1,7.7,ppb,7,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
07/31/2020,AQS,080077004,1,5,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/01/2020,AQS,080077004,1,3.9,ppb,3,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/02/2020,AQS,080077004,1,1.9,ppb,1,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/03/2020,AQS,080077004,1,3.3,ppb,3,,21,88.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/04/2020,AQS,080077004,1,6.2,ppb,6,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/05/2020,AQS,080077004,1,5.5,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/06/2020,AQS,080077004,1,5.5,ppb,5,,18,75.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/07/2020,AQS,080077004,1,5.3,ppb,5,,21,88.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/08/2020,AQS,080077004,1,4.8,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/09/2020,AQS,080077004,1,5.9,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/10/2020,AQS,080077004,1,5.7,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/11/2020,AQS,080077004,1,5.2,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/12/2020,AQS,080077004,1,4.9,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/13/2020,AQS,080077004,1,9.2,ppb,8,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/14/2020,AQS,080077004,1,6.9,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/15/2020,AQS,080077004,1,4.3,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/16/2020,AQS,080077004,1,2.4,ppb,2,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/17/2020,AQS,080077004,1,3.8,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/18/2020,AQS,080077004,1,5.3,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/19/2020,AQS,080077004,1,4.7,ppb,4,,22,92.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/20/2020,AQS,080077004,1,6.7,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/21/2020,AQS,080077004,1,6,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/22/2020,AQS,080077004,1,4.2,ppb,4,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/23/2020,AQS,080077004,1,4.2,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/24/2020,AQS,080077004,1,5.2,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/25/2020,AQS,080077004,1,4.4,ppb,4,,20,83.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/26/2020,AQS,080077004,1,5.1,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/27/2020,AQS,080077004,1,8.7,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/28/2020,AQS,080077004,1,5.6,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/29/2020,AQS,080077004,1,2.7,ppb,2,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/30/2020,AQS,080077004,1,4,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
08/31/2020,AQS,080077004,1,4.2,ppb,4,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/01/2020,AQS,080077004,1,5.1,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/02/2020,AQS,080077004,1,6.5,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/03/2020,AQS,080077004,1,13,ppb,12,,20,83.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/04/2020,AQS,080077004,1,7.2,ppb,7,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/05/2020,AQS,080077004,1,8.4,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/06/2020,AQS,080077004,1,6.9,ppb,6,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/07/2020,AQS,080077004,1,8.4,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/08/2020,AQS,080077004,1,5.5,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/09/2020,AQS,080077004,1,2.2,ppb,2,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/10/2020,AQS,080077004,1,4.3,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/11/2020,AQS,080077004,1,6,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/12/2020,AQS,080077004,1,6,ppb,6,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/13/2020,AQS,080077004,1,6.3,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/14/2020,AQS,080077004,1,4.5,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/15/2020,AQS,080077004,1,5.7,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/16/2020,AQS,080077004,1,5.6,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/17/2020,AQS,080077004,1,9.9,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/18/2020,AQS,080077004,1,8.7,ppb,8,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/19/2020,AQS,080077004,1,6.6,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/20/2020,AQS,080077004,1,6.5,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/21/2020,AQS,080077004,1,5.2,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/22/2020,AQS,080077004,1,5.1,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/23/2020,AQS,080077004,1,6.7,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/24/2020,AQS,080077004,1,9.9,ppb,8,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/25/2020,AQS,080077004,1,6.2,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/26/2020,AQS,080077004,1,5.1,ppb,5,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/27/2020,AQS,080077004,1,4.5,ppb,4,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/28/2020,AQS,080077004,1,6.2,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/29/2020,AQS,080077004,1,7.7,ppb,7,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
09/30/2020,AQS,080077004,1,7.5,ppb,7,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/01/2020,AQS,080077004,1,7,ppb,7,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/02/2020,AQS,080077004,1,13.9,ppb,12,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/03/2020,AQS,080077004,1,5.3,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/04/2020,AQS,080077004,1,7.4,ppb,7,,21,88.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/05/2020,AQS,080077004,1,4.7,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/06/2020,AQS,080077004,1,8.2,ppb,8,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/07/2020,AQS,080077004,1,9.5,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/08/2020,AQS,080077004,1,6.4,ppb,6,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/09/2020,AQS,080077004,1,7.4,ppb,7,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/10/2020,AQS,080077004,1,3.4,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/11/2020,AQS,080077004,1,3.1,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/12/2020,AQS,080077004,1,5.8,ppb,5,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/20/2020,AQS,080077004,1,9,ppb,8,,21,88.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/23/2020,AQS,080077004,1,7.6,ppb,7,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/24/2020,AQS,080077004,1,7.5,ppb,7,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/25/2020,AQS,080077004,1,4,ppb,4,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/26/2020,AQS,080077004,1,3.8,ppb,3,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/27/2020,AQS,080077004,1,6.9,ppb,6,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/28/2020,AQS,080077004,1,8.5,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/29/2020,AQS,080077004,1,10.1,ppb,9,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/30/2020,AQS,080077004,1,8.4,ppb,8,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
10/31/2020,AQS,080077004,1,8.5,ppb,8,,24,100.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/01/2020,AQS,080077004,1,7.1,ppb,7,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/02/2020,AQS,080077004,1,13.5,ppb,12,,22,92.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/03/2020,AQS,080077004,1,13.1,ppb,12,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/04/2020,AQS,080077004,1,12.1,ppb,11,,21,88.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/05/2020,AQS,080077004,1,13.9,ppb,12,,22,92.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/06/2020,AQS,080077004,1,14.5,ppb,13,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/07/2020,AQS,080077004,1,3,ppb,3,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/08/2020,AQS,080077004,1,2.8,ppb,2,,22,92.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/09/2020,AQS,080077004,1,2.8,ppb,2,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/10/2020,AQS,080077004,1,4.4,ppb,4,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/11/2020,AQS,080077004,1,8,ppb,8,,22,92.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/12/2020,AQS,080077004,1,10.7,ppb,9,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
11/13/2020,AQS,080077004,1,13.4,ppb,12,,23,96.0000,42602,Nitrogen dioxide (NO2),,,08,Colorado,007,Archuleta,37.205862,-107.254118
